Unnamed: 0,Transaction Type,Trx Date,Trx Number/ Cross Ref,Po Number,Customer Name (Only Bill to/ No Ship To),Customer Address,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Payment Term,Due Date,Unnamed: 14,Unnamed: 15,Invoice Amount,Unnamed: 17,Salesperson Name,Sales credit percentage,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
,Type,Date,Num,P. O. #,Name,Name Address,Name Street1,Name Street2,Name City,Name State,Name Zip,Terms,Due Date,Class,Aging,Open Balance,S. O. #,,,,,Source Account #,Source Description,,,,Oracle BU,Oracle Branch,Oracle LOB,Oracle Dept,Oracle Account,Oracle IC Partner,Oracle Addback,Oracle Prod Line,Oracle Future,,Oracle GL String
,Payment,2026-02-19 00:00:00,,,Alliant Systems LLC,"351 NW 12th Portland, OR 97209 USA",351 NW 12th,,Portland,OR,97209,,,,,-1330,,,,,,4051,4051 · Commodity Sales,,,,1510,1699,150,000,411000,0000,000,1045,0000,,
,Payment,2026-02-23 00:00:00,,,Counter Sale,"5000 1st Ave S Seattle, WA 98134 ",5000 1st Ave S,,Seattle,WA,98134,,,,,-6548.73,,,,,,4051,4051 · Commodity Sales,,,,1510,1699,150,000,411000,0000,000,1045,0000,,
,Payment,2026-02-24 00:00:00,,,Counter Sale,"5000 1st Ave S Seattle, WA 98134 ",5000 1st Ave S,,Seattle,WA,98134,,,,,-4636.86,,House Account,1.0,,,4051,4051 · Commodity Sales,,,,1510,1699,150,000,411000,0000,000,1045,0000,,
,Payment,2026-02-25 00:00:00,,,City of Bellevue,"2901 115th Ave NE Bellevue, WA 98004 USA",2901 115th Ave NE,,Bellevue,WA,98004,,,,,-419.46,,,,,,4051,4051 · Commodity Sales,,,,1510,1699,150,000,411000,0000,000,1045,0000,,
,Payment,2026-01-23 00:00:00,,,Counter Sale,"5000 1st Ave S Seattle, WA 98134 ",5000 1st Ave S,,Seattle,WA,98134,,,,,-334.96,,,,,,4051,4051 · Commodity Sales,,,,1510,1699,150,000,411000,0000,000,1045,0000,,
,Payment,2026-01-23 00:00:00,,,Counter Sale,"5000 1st Ave S Seattle, WA 98134 ",5000 1st Ave S,,Seattle,WA,98134,,,,,-39.95,,House Account,1.0,,,4051,4051 · Commodity Sales,,,,1510,1699,150,000,411000,0000,000,1045,0000,,
,Payment,2025-12-15 00:00:00,,,Counter Sale,"5000 1st Ave S Seattle, WA 98134 ",5000 1st Ave S,,Seattle,WA,98134,,,,,-7.21,,House Account,1.0,,,4051,4051 · Commodity Sales,,,,1510,1699,150,000,411000,0000,000,1045,0000,,
,Payment,2022-10-06 00:00:00,,,Counter Sale,"5000 1st Ave S Seattle, WA 98134 ",5000 1st Ave S,,Seattle,WA,98134,,,,,-464.43,,House Account,1.0,,,4051,4051 · Commodity Sales,,,,1510,1699,150,000,411000,0000,000,1045,0000,,
,Payment,2022-12-06 00:00:00,,,Counter Sale,"5000 1st Ave S Seattle, WA 98134 ",5000 1st Ave S,,Seattle,WA,98134,,,,,-110.18,,House Account,1.0,,,4051,4051 · Commodity Sales,,,,1510,1699,150,000,411000,0000,000,1045,0000,,
,Payment,2024-04-16 00:00:00,,,Counter Sale,"5000 1st Ave S Seattle, WA 98134 ",5000 1st Ave S,,Seattle,WA,98134,,,,,-50.14,,House Account,1.0,,,4051,4051 · Commodity Sales,,,,1510,1699,150,000,411000,0000,000,1045,0000,,
,Payment,2024-07-02 00:00:00,,,Counter Sale,"5000 1st Ave S Seattle, WA 98134 ",5000 1st Ave S,,Seattle,WA,98134,,,,,-256.01,,House Account,1.0,,,4051,4051 · Commodity Sales,,,,1510,1699,150,000,411000,0000,000,1045,0000,,
,Payment,2024-12-05 00:00:00,,,Counter Sale,"5000 1st Ave S Seattle, WA 98134 ",5000 1st Ave S,,Seattle,WA,98134,,,,,-31.49,,House Account,1.0,,,4051,4051 · Commodity Sales,,,,1510,1699,150,000,411000,0000,000,1045,0000,,
,Payment,2025-01-15 00:00:00,829650,,MSRE Management LLC,"1000 2nd Ave, #1800 Seattle, WA 98104 USA","1000 2nd Ave, #1800",,Seattle,WA,98104,,,,,-72.43,,House Account,1.0,,,4051,4051 · Commodity Sales,,,,1510,1699,150,000,411000,0000,000,1045,0000,,
,Payment,2025-08-08 00:00:00,,,Counter Sale,"5000 1st Ave S Seattle, WA 98134 ",5000 1st Ave S,,Seattle,WA,98134,,,,,-0.01,,,,,,4051,4051 · Commodity Sales,,,,1510,1699,150,000,411000,0000,000,1045,0000,,
,Payment,2025-08-26 00:00:00,830413,,MSRE Management LLC,"1000 2nd Ave, #1800 Seattle, WA 98104 USA","1000 2nd Ave, #1800",,Seattle,WA,98104,,,,,-0.01,,House Account,1.0,,,4051,4051 · Commodity Sales,,,,1510,1699,150,000,411000,0000,000,1045,0000,,
,Payment,2025-09-24 00:00:00,,,Public Sale,"5000 1st Ave S Seattle, WA 98134 USA",5000 1st Ave S,,Seattle,WA,98134,,,,,-93.8,,House Account,1.0,,,4051,4051 · Commodity Sales,,,,1510,1699,150,000,411000,0000,000,1045,0000,,
,Invoice,2026-02-10 00:00:00,245087,C26-5632,Narrows Heating & Air Cond.:NAR-JAX Luxury Salon TI,"5121 S Burlington Way Tacoma, WA 98409 USA",5121 S Burlington Way,,Tacoma,WA,98409,Net 30,2026-03-12 00:00:00,None,18,350,245087,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1699,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-22 00:00:00,244421,C25-5600,Narrows Heating & Air Cond.:NAR-Titus Building Proctor Project,"5121 S Burlington Way Tacoma, WA 98409 USA",5121 S Burlington Way,,Tacoma,WA,98409,Net 30,2026-02-21 00:00:00,None,37,180,244421,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1699,100,000,411000,0000,000,1020,0000,,
,General Journal,2026-01-31 00:00:00,111088,,Dorse & Company,"5000 1st Ave S Seattle, WA 98134 USA",5000 1st Ave S,,Seattle,WA,98134,,,Overhead,,534,,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1699,100,000,411000,0000,000,1020,0000,,
,General Journal,2026-01-31 00:00:00,111089,,Web Sale,"AIR 4850 Brookside Court #100 Norfolk, VA 23502",AIR,4850 Brookside Court #100,Norfolk,VA,23502,,,Overhead,,-534,,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1699,100,000,411000,0000,000,1020,0000,,
,General Journal,2025-12-31 00:00:00,109880,,Dorse & Company,"5000 1st Ave S Seattle, WA 98134 USA",5000 1st Ave S,,Seattle,WA,98134,,,Overhead,,-534,,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1699,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-28 00:00:00,244920-4,BF928870,"Evergreen Refrigeration, LLC:EVE-Prologis Emerald Gateway Building 3","727 S Kenyon St, Ste B Seattle, WA 98108 USA","727 S Kenyon St, Ste B",,Seattle,WA,98108,Net 30,2026-03-30 00:00:00,Seattle,0,745,244920,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-28 00:00:00,244920-5,BF928870,"Evergreen Refrigeration, LLC:EVE-Prologis Emerald Gateway Building 3","727 S Kenyon St, Ste B Seattle, WA 98108 USA","727 S Kenyon St, Ste B",,Seattle,WA,98108,Net 30,2026-03-30 00:00:00,Seattle,0,340,244920,,,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-28 00:00:00,244920-6,BF928870,"Evergreen Refrigeration, LLC:EVE-Prologis Emerald Gateway Building 3","727 S Kenyon St, Ste B Seattle, WA 98108 USA","727 S Kenyon St, Ste B",,Seattle,WA,98108,Net 30,2026-03-30 00:00:00,Seattle,0,3300,244920,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-28 00:00:00,244920-7,BF928870,"Evergreen Refrigeration, LLC:EVE-Prologis Emerald Gateway Building 3","727 S Kenyon St, Ste B Seattle, WA 98108 USA","727 S Kenyon St, Ste B",,Seattle,WA,98108,Net 30,2026-03-30 00:00:00,Seattle,0,5000,244920,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-28 00:00:00,245227,BF928547,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",727 S Kenyon St,,Seattle,WA,98108,Net 30,2026-03-30 00:00:00,Seattle,0,1400,245227,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-28 00:00:00,245228-3,54347-9897,United Systems Mechanical Inc:USM-Wesley Bradley Park Phase 2,"1400 Airport Way South Suite 202 Seattle, WA 98134",1400 Airport Way South,Suite 202,Seattle,WA,98134,Net 30,2026-03-30 00:00:00,Seattle,0,1040,245228,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Credit Memo,2026-02-28 00:00:00,246198,BF928870,"Evergreen Refrigeration, LLC:EVE-Prologis Emerald Gateway Building 3","727 S Kenyon St, Ste B Seattle, WA 98108 USA","727 S Kenyon St, Ste B",,Seattle,WA,98108,Net 30,2026-03-30 00:00:00,Seattle,0,-21035,,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,244777,690270,"MacDonald-Miller Facility Solutions, Inc.:MAC-RSQ Russell","PO Box 47983 Seattle, WA 98146 USA",PO Box 47983,,Seattle,WA,98146,Net 30,2026-02-28 00:00:00,Seattle,30,303.29,244777,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,244740,C25-5590,Narrows Heating & Air Cond.:NAR-Titus Will,"5121 S Burlington Way Tacoma, WA 98409 USA",5121 S Burlington Way,,Tacoma,WA,98409,Net 30,2026-02-28 00:00:00,Seattle,30,21,244740,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,244659,1022494-499961,Holaday-Parks Inc:HOL-small projects,"4600 S 134th Place Tukwila, WA 98168-3241 USA",4600 S 134th Place,,Tukwila,WA,98168-3241,Net 30,2026-02-28 00:00:00,Seattle,30,79.25,244659,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,243708,25259.0058,"JH Kelly, LLC:JHK-SIHB Thunderbird Treatment Facility","PO BOX 2038 Longview, WA 98632 USA",PO BOX 2038,,Longview,WA,98632,Net 30,2026-02-28 00:00:00,Seattle,30,135.36,243708,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,244385,305596,Vital Mechanical Service:Vit-TerraPower,"1420 Maple Ave SW Renton, WA 98057 USA",1420 Maple Ave SW,,Renton,WA,98057,Net 30,2026-02-28 00:00:00,Seattle,30,132.08,244385,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,244682,SP928851,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",727 S Kenyon St,,Seattle,WA,98108,Net 30,2026-02-28 00:00:00,Seattle,30,230.16,244682,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,244689,SP928852,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",727 S Kenyon St,,Seattle,WA,98108,Net 30,2026-02-28 00:00:00,Seattle,30,28.8,244689,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,244664-1,PO037971,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Hermanson Company,1221 2nd Ave N,Kent,WA,98032,Net 30,2026-02-28 00:00:00,Seattle,30,18.61,244664,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,244664,PO037971,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Hermanson Company,1221 2nd Ave N,Kent,WA,98032,Net 30,2026-02-28 00:00:00,Seattle,30,247.66,244664,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,244302,PO037533-1 14-25-27869,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Hermanson Company,1221 2nd Ave N,Kent,WA,98032,Net 30,2026-02-28 00:00:00,Seattle,30,772,244302,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,243821,25460.0061,"JH Kelly, LLC:JHK-Crossroads Bible Church","PO BOX 2038 Longview, WA 98632 USA",PO BOX 2038,,Longview,WA,98632,Net 30,2026-02-28 00:00:00,Seattle,30,226.56,243821,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,241525,PO034145,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",1221 2nd Ave N,,Kent,WA,98032,Net 30,2026-02-28 00:00:00,Seattle,30,4598.86,241525,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,244588,PO037872,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Hermanson Company,1221 2nd Ave N,Kent,WA,98032,Net 30,2026-02-28 00:00:00,Seattle,30,2234.37,244588,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,244588-1,PO037872,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Hermanson Company,1221 2nd Ave N,Kent,WA,98032,Net 30,2026-02-28 00:00:00,Seattle,30,11.79,244588,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,244587-1,1022384-45248,Holaday-Parks Inc:HOL-Seattle Tennis Club,"4600 S 134th Place Tukwila, WA 98168-3241 USA",4600 S 134th Place,,Tukwila,WA,98168-3241,Net 30,2026-02-28 00:00:00,Seattle,30,300,244587,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,244126,FS 11 13,Capital Heating & Cooling:CAP-Fire Station 11 & 13,"PO Box 3387 Lacey, WA 98509-3387 USA",PO Box 3387,,Lacey,WA,98509-3387,Net 30,2026-02-28 00:00:00,Seattle,30,1330,244126,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,244329,252349,Nordic Temperature Control:NTC-Ace Anacortes Greenhouse,"380 Pease Road Burlington, WA 98233 USA",380 Pease Road,,Burlington,WA,98233,Net 30,2026-02-28 00:00:00,Seattle,30,1020,244329,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,242736-1,1057114-09495,University Mechanical Contractors Inc:UMC-Small Projects,"Attn: Accts Payable PO Box 67 Mukilteo, WA 98275-4255",Attn: Accts Payable,PO Box 67,Mukilteo,WA,98275-4255,Net 30,2026-02-28 00:00:00,Seattle,30,245,242736,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,244691,DSHS,Farrington Air Quality Services:Far-Farrington Dampers,"PO Box 760 Sumner, WA 98390 USA",PO Box 760,,Sumner,WA,98390,Net 30,2026-02-28 00:00:00,Seattle,30,380,244691,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,244530,2395-342,"Crescent Mechanical, Inc:CRE-Fire Station 21","1320 26th Ave NW  #16 Auburn, WA 98001 USA",1320 26th Ave NW  #16,,Auburn,WA,98001,Net 30,2026-02-28 00:00:00,Seattle,30,627.76,244530,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,242150,3553-2511-635,Delta Technology Corporation:DEL-Evergreen School South Campus,"1223 Valentine Ave SE Pacific, WA 98047 USA",1223 Valentine Ave SE,,Pacific,WA,98047,Net 30,2026-02-28 00:00:00,Seattle,30,915,242150,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,244061,1011171-80161,Holaday-Parks Inc,"4600 S 134th Pl Tukwila, WA 98168-3241 USA",4600 S 134th Pl,,Tukwila,WA,98168-3241,Net 30,2026-02-28 00:00:00,Seattle,30,35935,244061,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,241932-1,256033,Acco Engineered Systems (401856):ACC-NE 8th Ground Level 01 Retail Suite,"888 E. Walnut St (401856) Pasadena, CA 91101 USA",888 E. Walnut St (401856),,Pasadena,CA,91101,Net 30,2026-02-28 00:00:00,Seattle,30,9710.38,241932,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,243151,676829,"MacDonald-Miller Facility Solutions, Inc.:MAC-UW Elevator Modernization Project","PO Box 47983 Seattle, WA 98146 USA",PO Box 47983,,Seattle,WA,98146,Net 30,2026-02-28 00:00:00,Seattle,30,4315,243151,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-29 00:00:00,242759-2,14911,Blythe Mechanical Inc:BLY-Robin Hall Expansion,"3000 W Illinois St Bellingham, WA 98225 USA",3000 W Illinois St,,Bellingham,WA,98225,Net 30,2026-02-28 00:00:00,Seattle,30,3575,242759,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-30 00:00:00,244723,25259.0063,"JH Kelly, LLC:JHK-SIHB Thunderbird Treatment Facility","PO BOX 2038 Longview, WA 98632 USA",PO BOX 2038,,Longview,WA,98632,Net 30,2026-03-01 00:00:00,Seattle,29,154.56,244723,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-30 00:00:00,244855,1022611-53867,Holaday-Parks Inc:HOL-small projects,"4600 S 134th Place Tukwila, WA 98168-3241 USA",4600 S 134th Place,,Tukwila,WA,98168-3241,Net 30,2026-03-01 00:00:00,Seattle,29,286.88,244855,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-30 00:00:00,244775,26030030,McKinstry Company:MCK-Artise TI,"PO Box 24406 Seattle, WA 98124 USA",PO Box 24406,,Seattle,WA,98124,Net 30,2026-03-01 00:00:00,Seattle,29,222,244775,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-30 00:00:00,241523-2,PO034137,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",1221 2nd Ave N,,Kent,WA,98032,Net 30,2026-03-01 00:00:00,Seattle,29,3623.42,241523,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-30 00:00:00,244767,PO038100,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",1221 2nd Ave N,,Kent,WA,98032,Net 30,2026-03-01 00:00:00,Seattle,29,139.2,244767,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-30 00:00:00,244555,1022319-63374,Holaday-Parks Inc:HOL-small projects,"4600 S 134th Place Tukwila, WA 98168-3241 USA",4600 S 134th Place,,Tukwila,WA,98168-3241,Net 30,2026-03-01 00:00:00,Seattle,29,54,244555,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-30 00:00:00,244570,PO037854,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Hermanson Company,1221 2nd Ave N,Kent,WA,98032,Net 30,2026-03-01 00:00:00,Seattle,29,771.23,244570,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-30 00:00:00,244872,PO038240,Hermanson Company:HER-North Basin Restroom and Laundry Re,"1221 2nd Ave N Kent, WA 98032 USA",1221 2nd Ave N,,Kent,WA,98032,Net 30,2026-03-01 00:00:00,Seattle,29,310.24,244872,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-30 00:00:00,244766,3195,Trimble Mechanical:TBM-Willamette Building,"PO Box 2327 Buckley, WA 98321 USA",PO Box 2327,,Buckley,WA,98321,Net 30,2026-03-01 00:00:00,Seattle,29,52.56,244766,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-30 00:00:00,244765,3194,Trimble Mechanical:TBM-Kirkland Supportive Housing,"PO Box 2327 Buckley, WA 98321 USA",PO Box 2327,,Buckley,WA,98321,Net 30,2026-03-01 00:00:00,Seattle,29,31,244765,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-30 00:00:00,244805-1,2509-2720,Ocean Park Mechanical Inc:OCE-Live Nation TI,"2428 King George Hwy  Suite102 Surrey, BC V4P 1H5 CANADA",2428 King George Hwy  Suite102,,Surrey,BC,V4P 1H5,Net 30,2026-03-01 00:00:00,Seattle,29,39.36,244805,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-30 00:00:00,244805,2509-2720,Ocean Park Mechanical Inc:OCE-Live Nation TI,"2428 King George Hwy  Suite102 Surrey, BC V4P 1H5 CANADA",2428 King George Hwy  Suite102,,Surrey,BC,V4P 1H5,Net 30,2026-03-01 00:00:00,Seattle,29,888,244805,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-30 00:00:00,244784,1022619-53867,Holaday-Parks Inc:HOL-small projects,"4600 S 134th Place Tukwila, WA 98168-3241 USA",4600 S 134th Place,,Tukwila,WA,98168-3241,Net 30,2026-03-01 00:00:00,Seattle,29,360.55,244784,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-30 00:00:00,244873,jm928910,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",727 S Kenyon St,,Seattle,WA,98108,Net 30,2026-03-01 00:00:00,Seattle,29,27.96,244873,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-30 00:00:00,243223-1,BF928363,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",727 S Kenyon St,,Seattle,WA,98108,Net 30,2026-03-01 00:00:00,Seattle,29,542,243223,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-01-30 00:00:00,244758,jm928901,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",727 S Kenyon St,,Seattle,WA,98108,Net 30,2026-03-01 00:00:00,Seattle,29,100.44,244758,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-02 00:00:00,240349,60127,Code Mechanical Inc,"8619 17th Ave E Tacoma, WA 98445 USA",8619 17th Ave E,,Tacoma,WA,98445,Net 30,2026-03-04 00:00:00,Seattle,26,5055,240349,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-02 00:00:00,244397,Parkshore,"Pacific One Construction, Inc.:PON-Parkshore Juanita Bay","PO Box 2097 Kirkland, WA 98083 USA",PO Box 2097,,Kirkland,WA,98083,Net 30,2026-03-04 00:00:00,Seattle,26,215,244397,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-02 00:00:00,244441-1,1022319-63374,Holaday-Parks Inc:HOL-small projects,"4600 S 134th Place Tukwila, WA 98168-3241 USA",4600 S 134th Place,,Tukwila,WA,98168-3241,Net 30,2026-03-04 00:00:00,Seattle,26,100,244441,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-02 00:00:00,244327,22727,TRS Mechanical Inc:TRS-Sumner Operations Facility Phase 3,"9523 19th Ave E Tacoma, WA 98445 USA",9523 19th Ave E,,Tacoma,WA,98445,Net 30,2026-03-04 00:00:00,Seattle,26,396.97,244327,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-02 00:00:00,244121,PO037293-1 21-25-28193,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Hermanson Company,1221 2nd Ave N,Kent,WA,98032,Net 30,2026-03-04 00:00:00,Seattle,26,481,244121,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-02 00:00:00,244545,1057809-09741,University Mechanical Contractors Inc:UMC-Lynden WWTP Expansion Stage 2,"Attn:  Accts Payable 19020 33rd AVE W STE 400 Lynnwood, WA 98036",Attn:  Accts Payable,19020 33rd AVE W STE 400,Lynnwood,WA,98036,Net 30,2026-03-04 00:00:00,Seattle,26,5355,244545,House Account,1.0,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
,Invoice,2026-02-02 00:00:00,244916,30014739,Apollo Mechanical Contractors:APO-Seattle Small Projects,"1201 W Columbia Dr Kennewick, WA 99336 USA",1201 W Columbia Dr,,Kennewick,WA,99336,Net 30,2026-03-04 00:00:00,Seattle,26,450,244916,,,,,4052,4052 · Engineered Sales,,,,1510,1601,100,000,411000,0000,000,1020,0000,,
